"Category Icon Settings","Kategoriikon Inställningar"
"Code","Koda"
"Payment Method Settings","Betalningssätt Inställningar"
"Image","Bild"
"Upto Time","upp Tid"
"Background Color","Bakgrundsfärg"
"Text Color","Text färg"
"Redirect","Dirigera om"
"Category ID","kategori ID"
"Product ID","Serienummer"
"Product Name","produktnamn"
"Sort Order","Sorteringsordning"
"Layout Settings","Layout inställningar"
"Back","Tillbaka"
"Session has expired. Please try again after Re-login.","Session har gått ut. Försök igen efter Re-inloggning."
"Sorry","inga citat är tillgängliga för denna ordning vid den här tiden."
"Place Order","Beställa"
"Heading of this Component","Rubrik av denna komponent"
"Field cannot be empty.","Fältet kan inte vara tomt."
"Select Product Type","Välj produkttyp"
"Select Category","Välj kategori"
"Select Products from Category","Välj produkter från kategori"
"Select Products","Välj produkter"
"Number of products","Antal produkter"
"Image Content Mode","Bildinnehållet Läge"
"Scale aspect fill","Skala aspekt fyllning"
"Scale aspect Fit","Skala aspekt Fit"
"Please select category.","Välj kategori."
"Please select product.","Välj produkt."
"Please select image type","Välj bildtyp"
"Please provide image url","Ange bild url"
"Please select category","Välj kategori"
"Please select product","Välj produkt"
"Only Positive integer is allowed.","Bara positiva heltal är tillåtet."
"Please select an option from dropdown.","Välj ett alternativ från rullgardinsmenyn."
"You can enter only numbers.","Du kan endast ange siffror."
"Number should be greater than 0.","Number bör vara större än 0."
"Field cannot be greater than {#} characters.","Fältet kan inte vara större än {#} tecken."
"Field cannot be less than {#} character(s).","Fältet kan inte vara mindre än {#} tecken (s)."
"Please enter Email.","Ange E-post."
"Please enter a valid Email.","Ange ett giltigt e-post."
"Invalid date format.","Ogiltigt datumformat."
"Number is not in the valid range. It should be between {1} and {100}","Antalet är inte det giltiga intervallet. Det bör vara mellan {1} och {100}"
"Field should be numeric.","Område bör numeriskt."
"Field can have only upto two decimal values.","Fältet kan bara ha upp till två decimalvärden."
"Email cannot be greater than {#} characters.","E-post kan inte vara större än {#} tecken."
"Zip should not have special characters.","Zip bör inte ha specialtecken."
"Percentage should be in number.","Procent ska vara i antal."
"Percentage should be between 0 and 100.","Procentsats bör vara mellan 0 och 100."
"Size cannot be greater than {#} characters.","Storlek kan inte vara större än {#} tecken."
"Color could not be greater than {#} characters.","Color kunde inte vara större än {#} tecken."
"Color is not valid.","Färg är inte giltigt."
"Special characters are not allowed.","Specialtecken är inte tillåtna."
"Script tags are not allowed.","Script-taggar är inte tillåtna."
"Style tags are not allowed.","Style taggar är inte tillåtna."
"Iframe tags are not allowed.","Iframe-taggar är inte tillåtna."
"Uploaded file is not an image.","Uppladdade filen är inte en bild."
"Uploaded file size must be less than #.","Uppladdade filstorleken måste vara mindre än #."
"Field should not contain HTML tags.","Fältet får inte innehålla HTML-taggar."
"You can enter only positive numbers.","Du kan ange bara positiva tal."
"Select Image Type","Välj bildtyp"
"Select an option","Välj ett alternativ"
"Image Url","Bild URL"
"Enter URL","Skriv in URL"
"Image Upload","bilduppladdning"
"Select Redirect Activity","Välj Omdirigering aktivitet"
"CMS","CMS"
"Login","Logga in"
"Search","Sök"
"Select Product","Välj produkt"
"Banner Width","banner Bredd"
"Banner Height","banner Höjd"
"Margin Top","marginal topp"
"Margin Bottom","marginal Bottom"
"Margin Left","marginal Vänster"
"Margin Right","marginal Höger"
"Countdown Time Validity","Countdown Time giltighet"
"Enable Time Background Color","Aktivera Time bakgrundsfärg"
"Time Background Color","Time bakgrundsfärg"
"Timer Text Color","Timer Textfärg"
"Select Date","Välj Datum"
"Save","Spara"
"This field cannot be empty","Detta fält får inte vara tomt"
"Select 1st Category","Välj 1: a Kategori"
"Upload Image","Ladda upp bild"
"Remove image","Ta bort bild"
"Select 2nd Category","Välj kategori 2"
"Select 3rd Category","Välj 3 Kategori"
"Select 4th Category","Välj 4 Kategori"
"Select 5th Category","Välj 5th Kategori"
"Select 6th Category","Välj 6th Kategori"
"Select 7th Category","Välj 7th Kategori"
"Select 8th Category","Välj 8th Kategori"
"Are your sure?","Är du säker?"
"Are you sure?","Är du säker?"
"Edit Component","redigera Komponent"
"Close","Stänga"
"Need to add value in atleast 4 categories","Behovet av att skapa mervärde i atleast 4 kategorier"
"Component added successfully","Adderade komponenten framgångsrikt"
"You can add only 20 components in a layout","Du kan lägga till bara 20 komponenter i en layout"
"Top Categories","Toppkategorier"
"Banner-Square","Banner-Square"
"Banner-Custom","Banner-Custom"
"Banner-Horizontal Sliding","Banner-Horisontal Sliding"
"Banner-Grid","Banner-Grid"
"Banner-With Countdown timer","Banner-Med Timer"
"Products-Square","Produkter-Square"
"Products-Horizontal Sliding","Produkter-Horisontal Sliding"
"Products-Grid","Produkter-Grid"
"Edit Heading","Redigera Heading"
"Category1","Kategori1"
"Category2","kategori 2"
"Category3","Category3"
"Category4","Category4"
"Horizontal Banner","horisontell Banner"
"Banner-Grid 1","Banner-Grid 1"
"Banner-Grid 2","Banner-Grid 2"
"Banner-Grid 3","Banner-Grid 3"
"Banner-Grid 4","Banner-Grid 4"
"Countdown Banner","Countdown Banner"
"Hours","Timme"
"Minutes","Minut"
"Seconds","Andra"
"Horizontal Products","horisontella produkter"
"Product Grid","Produkt Grid"
"Payment Mode","Betalnings sätt"
"Sandbox","Sandbo"
"Live","Liv"
"Client Id","Klient ID"
"Please select atleast one country","Välj minst ett land"
"Please enter a valid color code","Ange ett giltigt färgkod"
"Date & Time should be greater than current date time.","Datum och tid bör vara större än aktuellt datum tid."
"Field cannot be empty","Fältet får inte vara tomt"
"Total Coupons Generated","Totalt kuponger Generated"
"Total Coupons Unused","Totalt kuponger Oanvänd"
"Total Coupons Used","Totalt kuponger Begagnade"
"`Active Date` cannot be greater than `Expire Date`","`Active möjliga tillfälle inte kan vara större än 'Upphör möjliga tillfälle"
"`From` Date cannot be greater than `To` Date","`From` Datum kan inte vara större än 'till` Datum"
"The sum of Gravity is not in the valid range. It should be betwen 1 and 100. The total is:","Summan av Gravity är inte det giltiga intervallet. Det bör vara betwen en och 100. Den totala är:"
"No list exists for this API key.","Ingen lista finns för denna API-nyckel."
"No. of times","Antal gånger"
"Date","Datum"
"Please upload an image file.","Ladda upp en bildfil."
"To percentage should be greater than From percentage.","Att andelen bör vara större än från procentsats."
"Value must be greater than 0","Värdet måste vara större än 0"
"Allowed extension is","Tillåten förlängning är"
"Please provide correct format. Maximum allowed file size is","Ange rätt format. Högsta tillåtna filstorleken är"
"Validated successfully","validerade framgångsrikt"
"Invalid Api Key","Ogiltig API-nyckel"
"Message","Meddelande"
"Select Brodcast Device Type","Välj Brodcast Typ av enhet"
"Remove Image","Ta bort bild"
"Only .png or .jpg file format accepted. File size should not be more than 2 MB.","Endast .png eller .jpg-format accepteras. Filstorleken får inte vara mer än 2 MB."
"--Select Product--","--Välj Product--"
"Enable/Disable","Aktivera inaktivera"
"Facebook App Id","Facebook App Id"
"Validate App Id","Validera App Id"
"Enable the Extension","Aktivera Extension"
"This setting will enable/disable entire mobile app functionality.","Denna inställning aktiverar / avaktiverar hela mobil app funktionalitet."
"Redirect on Cart Page when Add To Cart","Omdirigering på kundvagnssidan när Lägg i varukorgen"
"This setting will redirect to cart page or keep on the product page when add to cart is clicked.","Denna inställning kommer att omdirigera till i kundvagnen sida eller hålla på produktsidan när Lägg till i kundvagnen klickas."
"Display Short Description","Display Kort beskrivning"
"Enable Request Log Reporting","Aktivera Begär Log Reporting"
"This setting will enable/disable error log reporting for every request to Web Services of the module.","Denna inställning aktiverar / avaktiverar felloggen rapportering för varje begäran till Web Services i modulen."
"Show App Preview","Visa App Preview"
"This setting will show/hide the app preview.","Denna inställning kommer att visa / dölja appen förhandsvisning."
"Enable Tab Bar","Aktivera Tab Bar"
"This setting will enable/disable the tab bar in the app.","Denna inställning gör det möjligt / inaktivera flikraden i appen."
"Show Spin and Win","Visa Spin och vinn"
"Show spin and win popup on the mobile App.","Visa spinn och vinn popup på mobilappen."
"Enable/Disable Fingerprint Login","Aktivera / inaktivera Fingerprint Login"
"This setting will enable/disable Fingerprint login in Mobile App.","Denna inställning aktiverar / avaktiverar Fingerprint inloggning i Mobile App."
"Enable/Disable Phone Number Registration","Aktivera / inaktivera telefonnummer Anmälan"
"This setting will enable/disable customer registration and login via phone number verification.","Denna inställning aktiverar / avaktiverar kund registrering och inloggning via telefonnummer verifiering."
"Mandatory Phone number at registration","Obligatorisk Telefonnummer vid registreringen"
"This setting will set the Phone number field as optional or required.","Denna inställning kommer att ställa fältet Telefonnummer som frivilligt eller efter behov."
"Select layout for home page","Välj layout för startsidan"
"Please select","Vänligen välj"
"Disabled Shippping Sethods","Handikapp de sände Sethods"
"Select shipping methods from the list for which you want to disable this module.You can leave it to empty if you want to enable this module for all shipping methods.","Valda transportsätt i listan som du vill inaktivera denna module.You kan lämna den att tömma om du vill aktivera den här modulen för alla transportsätt."
"Select shipping methods","Valda transportsätt"
"Enable Whatsapp Chat Support","Aktivera Whatsapp Chat Support"
"This setting will enable/disable WHATSAPP chat support option in mobile app.","Denna inställning aktiverar / avaktiverar WhatsApp chatt alternativ i mobil app."
"Chat Number","Chat Number"
"Enter Chat number with Country code as well.","Ange Chatt nummer med landskod också."
"Enable Live Chat Support","Aktivera Live Chat Support"
"This setting will enable/disable live chat support option in mobile app.","Denna inställning aktiverar / avaktiverar chatt supportalternativ inom mobil app."
"Chat API Key","Chatt API-nyckel"
"Enter API Key for Live chat","Ange API-nyckel för Live chat"
"Enable Url Encoding Of Image Links","Aktivera URL Kodning av bildlänkar"
"This setting will enable/disable Url encoding of all image links.","Denna inställning aktiverar / avaktiverar URL kodning av alla bildlänkar."
"Look And Feel","Titta och känna"
"Enable Logo","aktivera Logo"
"Upload logo","Ladda upp logotyp"
"Remove logo","Ta bort logo"
"App Button Color","App Button Color"
"Select button color of the app.","Knappen Välj färg appen."
"App Button Text Color","App Button Textfärg"
"Select button text color of the app.","Knappen Välj textfärg appen."
"App Theme Color","App Theme Color"
"Select theme color of the app.","Välj tema färg appen."
"App Background Color","App bakgrundsfärg"
"Select background color of the app.","Välj bakgrundsfärg appen."
"Custom CSS","Anpassad CSS"
"Add custom CSS code that you want to be executed on the app","Lägg till anpassad CSS-kod som du vill ska utföras på App"
"Edit Payment Method Settings","Redigera betalningsmetod inställningar"
"Something went wrong. Please try again.","Något gick fel. Var god försök igen."
"Edit Settings","Ändra inställningar"
"Upload Google JSON file","Ladda upp Google JSON-fil"
"Only .json file format accepted. File size should not be more than 1 MB.","Endast .json filformat accepteras. Filstorleken får inte vara mer än 1 MB."
"Uploaded App Id","Uppladdade App Id"
"Uploaded Api Key","Uppladdade API-nyckel"
"Send New Push Notification","Skicka nytt Push Notification"
"Send","Skicka"
"Cancel","Annullera"
"View Push Notification","Se Push Notification"
"Send New Notification","Skicka ny anmälan"
"Contact Us Page","Kontakta oss sidan"
"Enable/Disable Contact Us Page","Aktivera / inaktivera sidan Kontakta oss"
"Select Contact Us Page","Välj sidan Kontakta oss"
"Select Product Carousel Type","Välj produkt Carousel Typ"
"Menu 1","meny 1"
"Enable/Disable Menu","Aktivera / inaktivera Menu"
"Menu Title","Meny Titel"
"Enter Tiltle for Menu","Ange Tiltle för Menu"
"Select Page","Välj sida"
"Menu 2","meny 2"
"Menu 3","meny 3"
"Menu 4","meny 4"
"Category Icon","kategori Ikon"
"Select category to add icon","Välj kategori för att lägga till ikonen"
"Select category to add/edit icon.","Välj kategori för att lägga till / redigera ikonen."
"Category icon saved successfully.","Kategoriikon sparats."
"Something went wrong","uppdatera sidan."
"Invalid File Format","Välj endast rekommenderade typer .."
"File size must be less than 1MB","Filstorleken måste vara mindre än 1 MB"
"Invalid File.","Felaktig fil."
"Add New Layout","Lägg till ny layout"
"Firebase Server Setting","Firebase Server Setting"
"Server Key","server Key"
"Enter firebase server key","Ange Firebase server nyckel"
"New Order Settings","New Order Settings"
"Enable/Disable new order push notification","Aktivera / inaktivera ny order push-anmälan"
"Title for new order push notification","Titel för ny order push-anmälan"
"Message for new order push notification","Meddelande för ny order push-anmälan"
"Order Status Change Settings","Order Status Ändra inställningar"
"Enable/Disable order status change push notification","Aktivera / inaktivera orderstatus förändring push-anmälan"
"Title for order status change push notification","Titel för orderstatus förändring push-anmälan"
"Message for order status change push notification","Meddelande för orderstatus förändring push-anmälan"
"Abandoned Cart Settings","Övergivna varukorgen Inställningar"
"Enable/Disable abandoned cart push notification","Aktivera / inaktivera övergiven vagn push-anmälan"
"Title for abandoned cart push notification","Titel för övergivna vagn push-anmälan"
"Message for abandoned cart push notification","Meddelande för övergivna vagn push-anmälan"
"Time Interval","Tidsintervall"
"Time interval to check Abandoned cart(In Hours)","Tidsintervall för att kontrollera övergiven vagn (i timmar)"
"Cron Instructions","cron Instruktioner"
"Add the cron to your store via control panel/putty to send Abandoned cart push notifications according to your settings above. Find below","instruktionen att lägga till cron., Tillsätt cron till din butik via kontrollpanelen / kitt för att skicka Givna meddelanden vagn tryck enligt dina inställningar ovan. Nedan instruktionen att lägga till cron."
"URL to Add Cron via Control Panel","URL att lägga Cron via Kontrollpanelen"
"Cron setup via SSH","Cron inställning via SSH"
"Preview","Förhandsvisning"
"Paypal Mobile","Paypal Mobile"
"COD Mobile","COD Mobile"
"Invalid File Format.","Ogiltigt filformat."
"File should be less than 2 Mb.","Filen ska vara mindre än 2 Mb."
"Please Upload the Image.","Ladda upp bilden."
"Please Upload Image For Category.","Ladda upp bild För kategori."
"app_text_category_products","Kategori"
"app_text_no_internet","Problem med internet"
"app_text_product_image_viewer","Produktbild Viewer"
"app_text_payment_methods","Betalningsmetoder"
"app_text_seller_comments","Säljare Kommentar (er)"
"app_text_home","Hem"
"app_text_category","kategorier"
"app_text_login","Logga in"
"app_text_logout","Logga ut"
"app_text_login_signup","Logga in Bli medlem"
"app_text_account","Mitt konto"
"app_text_contact","Kontakta oss"
"app_text_about","Om oss"
"app_text_add_to_wishlist","Lägg till i önskelista"
"app_text_add_to_cart","Lägg till i kundvagn"
"app_text_off","av"
"app_text_all","Allt"
"app_text_languages","Språk)"
"app_text_sort","Sortera"
"app_text_filter","Filtrera"
"app_text_sort_order","Välj sorteringsordning"
"app_text_price_asce","Pris: lågt till högt"
"app_text_price_desc","Pris: Högt till Lågt"
"app_text_product","Produkt"
"app_text_select","Välj"
"app_text_instock","I lager"
"app_text_outstock","Tillfälligt slut"
"app_text_product_info","Produktinfo och vård"
"app_text_customization","Produktanpassning"
"app_text_accessories","Tillbehör"
"app_text_view_less","Visa färre"
"app_text_view_more","Visa mer"
"app_text_provide_details","Ange uppgifter"
"app_text_discount_price","Rea-pris"
"app_text_discount_percentage","rabatt Procent"
"app_text_rating","Betyg *"
"app_text_bag","Shoppingkasse"
"app_text_apply_voucher","applicera Voucher"
"app_text_entry_voucher_code","Skriv in en kupongkod"
"app_text_apply","Tillämpa"
"app_text_gift","Presentpapper"
"app_text_entry_message","Skriv ditt meddelande"
"app_text_available_first","Skicka tillgängliga produkter först"
"app_text_continue_shopping","Fortsätt handla"
"app_text_continue_checkout","Fortsätt till kassan"
"app_text_update_quantity","Uppdatera Kvantitet"
"app_text_enter_quantity","Ange kvantitet"
"app_text_empty_cart","Din sjöfarten kundvagn är tom!"
"app_text_goto_home","Gå till hemsidan"
"app_text_review_your_order","Granska din beställning"
"app_text_add_new_shipping_address","Lägg till ny adress"
"app_text_history","Frakt detaljer"
"app_text_billing_details","fakturaspecifikation"
"app_text_same_as_shipping_details","Samma som leveransadressen"
"app_text_summary","Ordersammanfattning"
"app_text_shipping_methods","transportsätt"
"app_text_comment","order Kommentar"
"app_text_payment_summary","betalning Sammanfattning"
"app_text_proceed","Fortsätt till betalning"
"app_text_make_payment","Betala"
"app_text_congratulations","Grattis"
"app_text_shipping_addresses","Leveransadress (s)"
"app_text_billing_addresses","Faktureringsadress (er)"
"app_text_addresses","Adress (er)"
"app_text_order_detail","Orderdetaljer"
"app_text_update_personal","Uppdatera Personuppgifter"
"app_text_update_password","Update Password"
"app_text_current_password","Nuvarande lösenord"
"app_text_new_password","nytt lösenord"
"app_text_confirm_password","Bekräfta lösenord"
"app_text_cancel","Annullera"
"app_text_save","Spara"
"app_text_order_ref","Orderreferens"
"app_text_status","Status"
"app_text_placed","Placerad på"
"app_text_reorder","Ändra ordning"
"app_text_order_details","Orderdetaljer"
"app_text_status_history","status History"
"app_text_shipping_address","leveransadress"
"app_text_billing_address","Fakturaadress"
"app_text_order_summary","Ordersammanfattning"
"app_text_shipping_method","Frakt metod"
"app_text_payment_method","Betalningsmetod"
"app_text_gift_wrapping","Presentinslagning"
"app_text_no_shipping_address","Ingen leveransadress finns!"
"app_text_no_order_details","Ingen order information tillgänglig!"
"app_text_signup","Bli Medlem"
"app_text_continue_guest","Fortsätt som gäst"
"app_text_email","E-post"
"app_text_password","Lösenord"
"app_text_forgot_password","Glömt ditt lösenord"
"app_text_login_social_account","Du kan logga in med social konto."
"app_text_login_with_google","Logga in med Google+"
"app_text_login_with_facebook","Logga in med Facebook"
"app_text_signup_with_google","Registrera med Google+"
"app_text_signup_with_facebook","Registrera dig med Facebook"
"app_text_msg_enter_valid_email","Ange giltig e!"
"app_text_msg_enter_email","Ange e-post!"
"app_text_msg_enter_password","Var snäll och fyll i lösenordet!"
"app_text_msg_password_characters_less_than_3","Ange lösenord med tecken mer än eller lika med 3!"
"app_text_msg_first_name","Förnamn"
"app_text_msg_last_name","Efternamn"
"app_text_msg_dob","Födelsedatum"
"app_text_msg_confirm_password","Bekräfta lösenord"
"app_text_msg_personal_details","Personliga detaljer"
"app_text_msg_pass_not_matched","Lösenord och Bekräfta lösenord inte matchas!"
"app_text_sold_by","Såld av:"
"app_text_write_review","Skriv recension"
"app_text_view_review","Se Review (s)"
"app_text_view_seller_products","Visa säljarens produkt (er)"
"app_text_wait","Vänta"
"app_text_loading","Laddar data..."
"app_text_msg_went_wrong","Något gick fel. Var god försök igen."
"app_text_msg_no_internet_found","Ingen internet-anslutning hittas."
"app_text_msg_no_internet_title","Inget internet"
"app_text_msg_request","Begäran kan inte process. Detta kan bero på långsam internetuppkoppling."
"app_text_msg_order_placed_email","Din beställning har placerats framgångsrikt. Du kommer att få ett mail om densamma."
"app_text_msg_product_look","Du kan leta efter produkt (er) av sin kategori."
"app_text_msg_search_product","Du kan söka alla produkter i butiken genom text eller röst!"
"app_text_msg_view_cart","Du kan visa kundvagnen med kvantitet!"
"app_text_msg_logout","Du är utloggning framgångsrikt!"
